id,name,property_account_receivable_id:id,property_account_payable_id:id,property_account_expense_categ_id:id,property_account_income_categ_id:id,income_currency_exchange_account_id:id,expense_currency_exchange_account_id:id,use_anglo_saxon,currency_id:id
l10n_id_fal,Indonesian Account Chart Template,1-121-001,2-110-001,5-100-001,4-100-001,8-110-003,9-110-001,TRUE,base.IDR
